Provincia,Partido,Localidad,Link Indec,Otros,"0,256 mbps","0,375 mbps","0,5 mbps","0,512 mbps","0,625 mbps","0,75 mbps",1 mbps,"1,25 mbps","1,5 mbps",2 mbps,"2,2 mbps","2,5 mbps",3 mbps,"3,3 mbps","3,5 mbps",4 mbps,"4,5 mbps",5 mbps,6 mbps,"6,4 mbps",7 mbps,"7,5 mbps",8 mbps,9 mbps,10 mbps,11 mbps,12 mbps,13 mbps,14 mbps,15 mbps,16 mbps,17 mbps,18 mbps,19 mbps,20 mbps,21 mbps,22 mbps,23 mbps,24 mbps,25 mbps,"25,1 mbps","25,11 mbps","25,5 mbps",26 mbps,30 mbps,31 mbps,32 mbps,34 mbps,35 mbps,36 mbps,38 mbps,39 mbps,40 mbps,41 mbps,45 mbps,46 mbps,49 mbps,50 mbps,55 mbps,58 mbps,59 mbps,60 mbps,61 mbps,62 mbps,64 mbps,65 mbps,66 mbps,70 mbps,75 mbps,78 mbps,80 mbps,82 mbps,83 mbps,85 mbps,90 mbps,92 mbps,95 mbps,100 mbps
BUENOS AIRES,Lincoln,Carlos Salas,6469040,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,91,0.0,0,32,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,20,0.0,0.0,177,0.0,0,0,0.0,38,0,0.0,0,0.0,0,0,14,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,10,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lincoln,Las Toscas,6469070,0,0.0,0.0,0,0.0,0.0,0,247,0.0,0,0,0.0,0.0,23,0.0,0,0,0.0,0,30,0.0,0,0.0,30,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lincoln,Lincoln,6469080,1,0.0,0.0,0,0.0,0.0,3,1,0.0,0,0,0.0,0.0,0,0.0,161,0,0.0,339,3,0.0,0,0.0,"1,212",0,27,0.0,103,0.0,0.0,358,0,0.0,7,0.0,5,0.0,0.0,0.0,0,226,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,"4,612",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,263"
BUENOS AIRES,Lincoln,Pasteur,6469090,0,0.0,0.0,2,0.0,0.0,0,0,0.0,0,394,0.0,0.0,40,0.0,0,28,0.0,2,2,0.0,0,0.0,0,0,1,0.0,0,1.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lincoln,Roberts,6469100,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,614,0.0,0,0.0,0.0,0,0,0.0,0,0.0,71,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobería,Arenas Verdes,6476010,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,4,0.0,0.0,7,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobería,Lobería,6476030,15,0.0,0.0,0,0.0,0.0,2,0,0.0,0,0,0.0,0.0,0,0.0,148,0,0.0,441,0,0.0,213,0.0,270,0,351,0.0,186,0.0,0.0,485,0,0.0,0,0.0,86,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98
BUENOS AIRES,Lobería,Pieres,6476040,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,7,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobería,San Manuel,6476050,1,0.0,0.0,0,0.0,0.0,0,5,0.0,0,0,0.0,0.0,5,0.0,0,0,0.0,0,150,0.0,0,0.0,0,0,16,0.0,247,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobería,Tamangueyú,6476060,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,10,0.0,0.0,18,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobos,Antonio Carboni,6483010,0,0.0,0.0,0,0.0,0.0,0,93,0.0,0,8,0.0,0.0,57,0.0,0,0,0.0,1,79,0.0,0,0.0,0,0,98,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobos,Elvira,6483020,0,0.0,0.0,0,0.0,0.0,0,86,0.0,0,5,0.0,0.0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lobos,Lobos,6483040,1,0.0,0.0,0,0.0,0.0,35,"1,755",0.0,0,218,0.0,0.0,45,0.0,273,0,0.0,0,"1,453",0.0,0,0.0,203,0,"1,498",0.0,0,0.0,0.0,232,0,0.0,0,0.0,0,0.0,0.0,0.0,0,645,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,"1,057",1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225
BUENOS AIRES,Lobos,Salvador María,6483050,0,0.0,0.0,0,0.0,0.0,0,179,0.0,0,35,0.0,0.0,87,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,427,0.0,0,0.0,0.0,0,0,0.0,0,0.0,19,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,1,0.0,0.0,10,1.0,0.0,22,30,0.0,0,0,0.0,0.0,33,0.0,79,0,0.0,25,60,0.0,0,0.0,69,0,"3,978",0.0,41,0.0,0.0,152,0,0.0,143,0.0,16,0.0,0.0,0.0,0,459,0.0,0.0,0.0,0.0,"9,798",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,"4,800",0.0,0.0,0.0,"16,292",0.0,0.0,0.0,0.0,0.0,0,"3,688",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"14,791"
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,6,0.0,0.0,5,0.0,0.0,16,4,0.0,0,1,0.0,0.0,5,0.0,38,0,0.0,4,4,0.0,0,0.0,18,0,410,0.0,6,0.0,0.0,61,0,0.0,9,0.0,1,0.0,0.0,0.0,0,80,0.0,0.0,0.0,0.0,"7,119",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,"1,019",0.0,0.0,0.0,"1,380",0.0,0.0,0.0,0.0,0.0,0,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,394"
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,328,1.0,0.0,13,2.0,0.0,37,289,0.0,0,261,0.0,0.0,124,0.0,143,90,0.0,189,879,0.0,0,0.0,124,0,"1,857",0.0,136,0.0,0.0,301,0,0.0,237,0.0,147,0.0,0.0,0.0,0,602,0.0,0.0,0.0,0.0,"10,911",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,"7,323",0.0,0.0,0.0,"5,473",0.0,0.0,0.0,0.0,0.0,0,"1,273",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,626"
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,0,0.0,0.0,0,2.0,0.0,6,7,0.0,0,1,0.0,0.0,12,0.0,19,0,0.0,10,51,0.0,0,0.0,11,0,"1,554",0.0,48,0.0,0.0,12,0,0.0,168,0.0,15,0.0,0.0,0.0,0,419,0.0,0.0,0.0,0.0,"9,179",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,"3,776",0.0,0.0,0.0,"4,973",0.0,0.0,0.0,0.0,0.0,0,"1,205",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8,132"
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,0,0.0,0.0,4,0.0,0.0,12,0,0.0,0,0,0.0,0.0,0,0.0,15,0,0.0,3,1,0.0,0,0.0,11,0,136,0.0,12,0.0,0.0,3,0,0.0,17,0.0,0,0.0,0.0,0.0,0,46,0.0,0.0,0.0,0.0,"6,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,535,0.0,0.0,0.0,282,0.0,0.0,0.0,0.0,0.0,0,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,0,0.0,0.0,0,0.0,0.0,0,133,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,251,0.0,0,0.0,0,0,50,0.0,0,0.0,0.0,0,0,0.0,0,0.0,45,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,1,0.0,0.0,0,0.0,0.0,0,290,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,505,0.0,0,0.0,0,0,74,0.0,0,0.0,0.0,0,0,0.0,0,0.0,37,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,71,0.0,0.0,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,0,0.0,0.0,0,0.0,0.0,0,17,0.0,0,9,0.0,0.0,0,0.0,0,0,0.0,1,0,0.0,0,0.0,0,0,23,0.0,0,0.0,0.0,18,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BUENOS AIRES,Luján,Carlos Keen,6497020,0,0.0,0.0,0,0.0,0.0,0,12,0.0,0,8,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Luján,Cortines,6497060,5,0.0,0.0,0,0.0,0.0,0,16,0.0,0,13,0.0,0.0,14,0.0,0,0,0.0,1,0,0.0,0,0.0,0,0,81,0.0,0,0.0,0.0,63,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,32,0.0,0.0,0,0.0,0.0,0,8,0.0,0,26,0.0,0.0,0,0.0,0,0,0.0,6,0,0.0,0,0.0,0,0,479,0.0,2,0.0,0.0,367,0,0.0,6,0.0,0,0.0,0.0,0.0,0,23,0.0,0.0,0.0,0.0,"1,157",0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,0.0,0.0,0.0,0.0,786,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,0,0.0,0.0,0,0.0,0.0,0,10,0.0,0,6,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Luján,Luján,6497060,56,0.0,0.0,5,0.0,0.0,149,70,0.0,0,184,0.0,0.0,67,0.0,"1,170",0,0.0,3,"2,824",0.0,0,0.0,692,0,"1,038",0.0,156,0.0,0.0,497,0,0.0,156,0.0,"4,109",0.0,0.0,0.0,0,231,0.0,0.0,0.0,0.0,685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"7,533",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,"2,827",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"3,751"
BUENOS AIRES,Luján,Olivera,6497070,0,0.0,0.0,0,0.0,0.0,0,27,0.0,0,15,0.0,0.0,0,0.0,0,0,0.0,5,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,0,0.0,0.0,0,0.0,0.0,2,19,0.0,0,14,0.0,0.0,0,0.0,27,0,0.0,0,0,0.0,226,0.0,95,0,0,0.0,0,0.0,0.0,184,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Luján,Otros,Sin Datos,0,0.0,0.0,0,0.0,0.0,0,22,0.0,0,20,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Luján,Torres,6497090,0,0.0,0.0,0,0.0,0.0,0,16,0.0,0,6,0.0,0.0,0,0.0,5,0,0.0,0,0,0.0,0,0.0,12,0,0,0.0,0,0.0,0.0,131,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,Atalaya,6505010,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,247,0.0,0,0.0,0,0,0,0.0,106,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,423,0.0,0.0,0,0.0,0.0,0,0,0.0,0,98,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,23,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,286,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,123,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,Los Naranjos,6505030,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,32,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,Magdalena,6505040,0,0.0,0.0,0,0.0,0.0,15,88,0.0,0,2,0.0,0.0,"1,095",0.0,57,0,0.0,136,"1,788",0.0,0,0.0,213,0,13,0.0,298,0.0,0.0,427,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,22,0.0,0,0.0,0,0,0,0.0,10,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Magdalena,Vieytes,6505060,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,28,0.0,0,59,0.0,0,0.0,0,0,0,0.0,25,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Maipú,Las Armas,6511010,0,0.0,0.0,0,0.0,0.0,0,54,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,99,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Maipú,Maipú,6511020,"1,100",0.0,0.0,0,0.0,0.0,0,20,0.0,0,0,0.0,0.0,0,0.0,35,0,0.0,0,1,0.0,0,0.0,189,0,0,0.0,0,0.0,0.0,421,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Maipú,Santo Domingo,6511030,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,7,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,208,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,41,0.0,0.0,0,0.0,0.0,0,0,0.0,0,785,0.0,0.0,"1,153",0.0,0,0,0.0,"1,141",1,0.0,0,0.0,0,0,"1,980",0.0,0,0.0,0.0,"1,203",0,0.0,0,0.0,657,0.0,0.0,0.0,0,"2,094",0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0.0,0.0,0.0,"2,047",0.0,0.0,0.0,0.0,0.0,0,563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,572"
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,22,0.0,0.0,0,0.0,0.0,0,38,0.0,0,16,0.0,0.0,100,0.0,0,0,0.0,3,62,0.0,0,0.0,0,0,247,0.0,0,0.0,0.0,8,0,0.0,0,0.0,324,0.0,0.0,0.0,0,14,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,962,0.0,0.0,0.0,0.0,0.0,0,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654
